CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
New sport is being played to show appreciation to the kids who can not walk.,People are playing football without gear.,1,SNLI-train,SNLI-CONTRADICTION,6822696890.jpg#2,6822696890.jpg#2r1c,SNLI
Two kids discuss their woes around the dinner table.,"kids look troubled, seated at dining table",4,SNLI-train,SNLI-ENTAILMENT,6824701719.jpg#4,6824701719.jpg#4r1e,SNLI
Two kids discuss their woes around the dinner table.,Two kids are arguing at the dinner table,2,SNLI-train,SNLI-NEUTRAL,6824701719.jpg#4,6824701719.jpg#4r1n,SNLI
Two kids discuss their woes around the dinner table.,Two kids are playing in the living room,2,SNLI-train,SNLI-CONTRADICTION,6824701719.jpg#4,6824701719.jpg#4r1c,SNLI
Three nordic trekkers on their way through a snowy path on a peaceful day.,Three people are on their way through a snowy path on a nice day,5,SNLI-train,SNLI-ENTAILMENT,6826571981.jpg#2,6826571981.jpg#2r1e,SNLI
Three nordic trekkers on their way through a snowy path on a peaceful day.,Three people are on their way through a snowy path on a nice day while jogging,2,SNLI-train,SNLI-NEUTRAL,6826571981.jpg#2,6826571981.jpg#2r1n,SNLI
Three nordic trekkers on their way through a snowy path on a peaceful day.,Three people are having lunch,2,SNLI-train,SNLI-CONTRADICTION,6826571981.jpg#2,6826571981.jpg#2r1c,SNLI
"A man wearing a plaid cap, his arm covered in tattoos, pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label, a dark brown bottle with a light label and a green bottle with a striped, brown label.",A man pours a drink into a martini glass.,5,SNLI-train,SNLI-ENTAILMENT,6848900321.jpg#0,6848900321.jpg#0r1e,SNLI
"A man wearing a plaid cap, his arm covered in tattoos, pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label, a dark brown bottle with a light label and a green bottle with a striped, brown label.",A man pours a martini into a martini glass.,3,SNLI-train,SNLI-NEUTRAL,6848900321.jpg#0,6848900321.jpg#0r1n,SNLI
"A man wearing a plaid cap, his arm covered in tattoos, pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label, a dark brown bottle with a light label and a green bottle with a striped, brown label.",A man fills a champagne flute.,3,SNLI-train,SNLI-CONTRADICTION,6848900321.jpg#0,6848900321.jpg#0r1c,SNLI
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A man takes punch from the punch bowl.,5,SNLI-train,SNLI-ENTAILMENT,6848901185.jpg#0,6848901185.jpg#0r1e,SNLI
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A man is getting a drink at a kid's party.,3,SNLI-train,SNLI-NEUTRAL,6848901185.jpg#0,6848901185.jpg#0r5n,SNLI
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",a man drinks orange punch directly from a punch bowel,2,SNLI-train,SNLI-CONTRADICTION,6848901185.jpg#0,6848901185.jpg#0r4c,SNLI
A person is using a dropper to disperse colored liquid into a clear beverage.,Person dispersing colored liquid into a clear beverage,5,SNLI-train,SNLI-ENTAILMENT,6848902833.jpg#0,6848902833.jpg#0r1e,SNLI
A person is using a dropper to disperse colored liquid into a clear beverage.,Person dispersing colored liquid into Soft Drinks,3,SNLI-train,SNLI-NEUTRAL,6848902833.jpg#0,6848902833.jpg#0r1n,SNLI
A person is using a dropper to disperse colored liquid into a clear beverage.,Person making sandwiches,1,SNLI-train,SNLI-CONTRADICTION,6848902833.jpg#0,6848902833.jpg#0r1c,SNLI
"A group of people dressed in swimwear standing outside in a snowy, woodsy location.",A group of people in bathing suits out in the snow.,5,SNLI-train,SNLI-ENTAILMENT,6853913173.jpg#4,6853913173.jpg#4r1e,SNLI
"A group of people dressed in swimwear standing outside in a snowy, woodsy location.",People having fun in during winter in their bathing suits.,5,SNLI-train,SNLI-NEUTRAL,6853913173.jpg#4,6853913173.jpg#4r1n,SNLI
"A group of people dressed in swimwear standing outside in a snowy, woodsy location.",A group of people are enjoying the beach,1,SNLI-train,SNLI-CONTRADICTION,6853913173.jpg#4,6853913173.jpg#4r1c,SNLI
Two hockey players trying to get a puck to go their way while a referee makes a decision.,Two hockey players are waiting for a referee to make a decision.,5,SNLI-train,SNLI-ENTAILMENT,6874319721.jpg#0,6874319721.jpg#0r1e,SNLI
Two hockey players trying to get a puck to go their way while a referee makes a decision.,Two hockey players are pleading their case to the referee during the deliberating process.,5,SNLI-train,SNLI-NEUTRAL,6874319721.jpg#0,6874319721.jpg#0r1n,SNLI
Two hockey players trying to get a puck to go their way while a referee makes a decision.,One hockey player awaits as the referee comes to a decision.,1,SNLI-train,SNLI-CONTRADICTION,6874319721.jpg#0,6874319721.jpg#0r1c,SNLI
Man in red looks at the butcher shop offerings for the day.,A man shops for meat.,4,SNLI-train,SNLI-ENTAILMENT,6882870726.jpg#1,6882870726.jpg#1r1e,SNLI
Man in red looks at the butcher shop offerings for the day.,This man is a master chef.,2,SNLI-train,SNLI-NEUTRAL,6882870726.jpg#1,6882870726.jpg#1r1n,SNLI
Man in red looks at the butcher shop offerings for the day.,The vegetables are plotting to kill this shopper.,1,SNLI-train,SNLI-CONTRADICTION,6882870726.jpg#1,6882870726.jpg#1r1c,SNLI
A woman in a dimly lit room looks through her microscope and adjusts the vision.,A woman in a dark room adjusts the vision on her microscope.,5,SNLI-train,SNLI-ENTAILMENT,6893218038.jpg#2,6893218038.jpg#2r1e,SNLI
A woman in a dimly lit room looks through her microscope and adjusts the vision.,A scientist is fiddling with her telescope.,1,SNLI-train,SNLI-NEUTRAL,6893218038.jpg#2,6893218038.jpg#2r1n,SNLI
A woman in a dimly lit room looks through her microscope and adjusts the vision.,A woman is preparing a paper for the printer.,1,SNLI-train,SNLI-CONTRADICTION,6893218038.jpg#2,6893218038.jpg#2r1c,SNLI
"A craftsmen sits, gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue.",An artist carves a statue.,5,SNLI-train,SNLI-ENTAILMENT,6893981593.jpg#0,6893981593.jpg#0r1e,SNLI
"A craftsmen sits, gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue.",An artist carves a wooden statue.,3,SNLI-train,SNLI-NEUTRAL,6893981593.jpg#0,6893981593.jpg#0r1n,SNLI
A family of four sit on a quilt in a crowd of others.,The family of four are sitting on a blanket with others.,5,SNLI-train,SNLI-ENTAILMENT,6894308947.jpg#3,6894308947.jpg#3r1e,SNLI
A family of four sit on a quilt in a crowd of others.,The family of four are on a picnic.,3,SNLI-train,SNLI-NEUTRAL,6894308947.jpg#3,6894308947.jpg#3r1n,SNLI
A family of four sit on a quilt in a crowd of others.,The family of four are sleeping.,2,SNLI-train,SNLI-CONTRADICTION,6894308947.jpg#3,6894308947.jpg#3r1c,SNLI
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he's picking up.,A child gathers Easter eggs.,5,SNLI-train,SNLI-ENTAILMENT,6905008788.jpg#0,6905008788.jpg#0r1e,SNLI
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he's picking up.,"A child has just found a golden Easter egg, the grand prize in the hunt.",3,SNLI-train,SNLI-NEUTRAL,6905008788.jpg#0,6905008788.jpg#0r1n,SNLI
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he's picking up.,A child is stomping on Easter eggs.,2,SNLI-train,SNLI-CONTRADICTION,6905008788.jpg#0,6905008788.jpg#0r1c,SNLI
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,Two people engaging in sports together.,5,SNLI-train,SNLI-ENTAILMENT,6911538978.jpg#3,6911538978.jpg#3r1e,SNLI
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,A fencer makes a point on his opponent during a match.,3,SNLI-train,SNLI-NEUTRAL,6911538978.jpg#3,6911538978.jpg#3r1n,SNLI
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,Two wrestlers square off for a match.,2,SNLI-train,SNLI-CONTRADICTION,6911538978.jpg#3,6911538978.jpg#3r1c,SNLI
Athletes push through the snow during a crosscountry skiing trial.,THERE ARE ATHLETES IN THE SNOW,5,SNLI-train,SNLI-ENTAILMENT,6911576445.jpg#2,6911576445.jpg#2r1e,SNLI
Athletes push through the snow during a crosscountry skiing trial.,THE ATHLETES ARE COMPETING IN A COMPETITION,5,SNLI-train,SNLI-NEUTRAL,6911576445.jpg#2,6911576445.jpg#2r1n,SNLI
Athletes push through the snow during a crosscountry skiing trial.,THE ATHLETES ARE RUNNING A MARATHON,1,SNLI-train,SNLI-CONTRADICTION,6911576445.jpg#2,6911576445.jpg#2r1c,SNLI
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker.,A person standing,5,SNLI-train,SNLI-ENTAILMENT,6918285809.jpg#0,6918285809.jpg#0r1e,SNLI
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker.,A tall person standing.,3,SNLI-train,SNLI-NEUTRAL,6918285809.jpg#0,6918285809.jpg#0r1n,SNLI
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker.,Nobody is standing.,1,SNLI-train,SNLI-CONTRADICTION,6918285809.jpg#0,6918285809.jpg#0r1c,SNLI
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on.,A man eats something that smells awful.,4,SNLI-train,SNLI-ENTAILMENT,6926014870.jpg#0,6926014870.jpg#0r1e,SNLI
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on.,The mans friend loves that he's eating gross things.,3,SNLI-train,SNLI-NEUTRAL,6926014870.jpg#0,6926014870.jpg#0r1n,SNLI
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on.,A woman eats a spider for money.,2,SNLI-train,SNLI-CONTRADICTION,6926014870.jpg#0,6926014870.jpg#0r1c,SNLI
a basketball player is making a jamming the ball in the basket,A person has a ball in his hands.,5,SNLI-train,SNLI-ENTAILMENT,6926577156.jpg#4,6926577156.jpg#4r1e,SNLI
a basketball player is making a jamming the ball in the basket,A person is practicing for a future high school basketball game.,2,SNLI-train,SNLI-NEUTRAL,6926577156.jpg#4,6926577156.jpg#4r1n,SNLI
a basketball player is making a jamming the ball in the basket,A person is swimming.,1,SNLI-train,SNLI-CONTRADICTION,6926577156.jpg#4,6926577156.jpg#4r1c,SNLI
"Race car flies by, in the lead of the pack, closely followed by second and third places!","The first, second, and third place cars in a race.",0,SNLI-train,SNLI-ENTAILMENT,6927762908.jpg#1,6927762908.jpg#1r1e,SNLI
"Race car flies by, in the lead of the pack, closely followed by second and third places!","Nascar race featuring the first, second, and third place cars.",4,SNLI-train,SNLI-NEUTRAL,6927762908.jpg#1,6927762908.jpg#1r1n,SNLI
"Race car flies by, in the lead of the pack, closely followed by second and third places!",Race cars flying by with the lead car lapping the last and second to last cars.,3,SNLI-train,SNLI-CONTRADICTION,6927762908.jpg#1,6927762908.jpg#1r1c,SNLI
A white dog has a red handkerchief over its face with gold stars.,The handkerchief is on the face.,5,SNLI-train,SNLI-ENTAILMENT,6942665770.jpg#3,6942665770.jpg#3r1e,SNLI
A white dog has a red handkerchief over its face with gold stars.,The dog is a poodle.,3,SNLI-train,SNLI-NEUTRAL,6942665770.jpg#3,6942665770.jpg#3r1n,SNLI
A white dog has a red handkerchief over its face with gold stars.,The dog is black and has nothing on its face.,1,SNLI-train,SNLI-CONTRADICTION,6942665770.jpg#3,6942665770.jpg#3r1c,SNLI
A man is pouring grain from a sifter onto a very colorful blanket.,The man is near the sifter.,5,SNLI-train,SNLI-ENTAILMENT,6943166220.jpg#2,6943166220.jpg#2r1e,SNLI
A man is pouring grain from a sifter onto a very colorful blanket.,The blanket has all of the colors of a rainbow.,3,SNLI-train,SNLI-NEUTRAL,6943166220.jpg#2,6943166220.jpg#2r1n,SNLI
A man is pouring grain from a sifter onto a very colorful blanket.,The blanket is a solid color.,1,SNLI-train,SNLI-CONTRADICTION,6943166220.jpg#2,6943166220.jpg#2r1c,SNLI
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind.,The people are racing.,5,SNLI-train,SNLI-ENTAILMENT,6947639624.jpg#3,6947639624.jpg#3r1e,SNLI
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind.,The motorcycle racer taking the tumble was in first place.,3,SNLI-train,SNLI-NEUTRAL,6947639624.jpg#3,6947639624.jpg#3r1n,SNLI
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind.,The motorcycle is in first place with noone nearby.,1,SNLI-train,SNLI-CONTRADICTION,6947639624.jpg#3,6947639624.jpg#3r1c,SNLI
A bull is bucking off a rider who is wearing a pink shirt and chaps.,A rider is trying to stay on a bull.,5,SNLI-train,SNLI-ENTAILMENT,6954561740.jpg#3,6954561740.jpg#3r1e,SNLI
A bull is bucking off a rider who is wearing a pink shirt and chaps.,A rider in pink is breaking a bull riding record.,3,SNLI-train,SNLI-NEUTRAL,6954561740.jpg#3,6954561740.jpg#3r1n,SNLI
A bull is bucking off a rider who is wearing a pink shirt and chaps.,A man is peacefully grooming a bull in its stable.,1,SNLI-train,SNLI-CONTRADICTION,6954561740.jpg#3,6954561740.jpg#3r1c,SNLI
He is only a few matches from the tournament finals.,He is closing to playing in the finals of the tournament.,5,SNLI-train,SNLI-ENTAILMENT,6964979447.jpg#4,6964979447.jpg#4r1e,SNLI
He is only a few matches from the tournament finals.,"If he wins the next few matches, he goes to the finals.",5,SNLI-train,SNLI-NEUTRAL,6964979447.jpg#4,6964979447.jpg#4r1n,SNLI
He is only a few matches from the tournament finals.,He is far away from the finals.,1,SNLI-train,SNLI-CONTRADICTION,6964979447.jpg#4,6964979447.jpg#4r1c,SNLI
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses.,The man is Asian,5,SNLI-train,SNLI-ENTAILMENT,6974871684.jpg#0,6974871684.jpg#0r1e,SNLI
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses.,The man is an accountant,3,SNLI-train,SNLI-NEUTRAL,6974871684.jpg#0,6974871684.jpg#0r1n,SNLI
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses.,The man is white,1,SNLI-train,SNLI-CONTRADICTION,6974871684.jpg#0,6974871684.jpg#0r1c,SNLI
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The woman is an artist.,5,SNLI-train,SNLI-ENTAILMENT,7001949951.jpg#0,7001949951.jpg#0r1e,SNLI
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The woman enjoys pottery.,5,SNLI-train,SNLI-NEUTRAL,7001949951.jpg#0,7001949951.jpg#0r1n,SNLI
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The woman is wearing a brown shirt.,1,SNLI-train,SNLI-CONTRADICTION,7001949951.jpg#0,7001949951.jpg#0r1c,SNLI
"On a bright sunny day, two men seem to come to an agreement.",Two men are outdoors.,4,SNLI-train,SNLI-ENTAILMENT,7004820202.jpg#2,7004820202.jpg#2r1e,SNLI
"On a bright sunny day, two men seem to come to an agreement.",Two men are nodding and shaking hands.,4,SNLI-train,SNLI-NEUTRAL,7004820202.jpg#2,7004820202.jpg#2r1n,SNLI
"On a bright sunny day, two men seem to come to an agreement.",Two men look angry at each other.,3,SNLI-train,SNLI-CONTRADICTION,7004820202.jpg#2,7004820202.jpg#2r1c,SNLI
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",A man is wearing a cycling outfit.,5,SNLI-train,SNLI-ENTAILMENT,700718201.jpg#1,700718201.jpg#1r1e,SNLI
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",A man is wearing a cycling outfit and fixing his bike for the race.,3,SNLI-train,SNLI-NEUTRAL,700718201.jpg#1,700718201.jpg#1r1n,SNLI
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.","A man is naked, fixing his bike",1,SNLI-train,SNLI-CONTRADICTION,700718201.jpg#1,700718201.jpg#1r1c,SNLI
Four soldiers with bayonets are standing in front of their superior.,humans standing,5,SNLI-train,SNLI-ENTAILMENT,7012337521.jpg#0,7012337521.jpg#0r1e,SNLI
Four soldiers with bayonets are standing in front of their superior.,a group of soldiers getting yelled at,2,SNLI-train,SNLI-NEUTRAL,7012337521.jpg#0,7012337521.jpg#0r1n,SNLI
Four soldiers with bayonets are standing in front of their superior.,a group of fish eating a steak,1,SNLI-train,SNLI-CONTRADICTION,7012337521.jpg#0,7012337521.jpg#0r1c,SNLI
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts.,A child is working with a hammer and metal.,5,SNLI-train,SNLI-ENTAILMENT,7024548211.jpg#0,7024548211.jpg#0r1e,SNLI
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts.,A boy putting his name on a sheet of metal.,5,SNLI-train,SNLI-NEUTRAL,7024548211.jpg#0,7024548211.jpg#0r1n,SNLI
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts.,A girl writing in the sand with a stick.,1,SNLI-train,SNLI-CONTRADICTION,7024548211.jpg#0,7024548211.jpg#0r1c,SNLI
"A young boy watching with great interest, two people using a saw to cut some metal.",Two people are using a saw.,5,SNLI-train,SNLI-ENTAILMENT,7024549111.jpg#2,7024549111.jpg#2r1e,SNLI
"A young boy watching with great interest, two people using a saw to cut some metal.",A boy is learning to use a saw by watching.,4,SNLI-train,SNLI-NEUTRAL,7024549111.jpg#2,7024549111.jpg#2r1n,SNLI
"A young boy watching with great interest, two people using a saw to cut some metal.",People are swimming.,2,SNLI-train,SNLI-CONTRADICTION,7024549111.jpg#2,7024549111.jpg#2r1c,SNLI
Two men dressed in medieval theater garb simulate a brawl.,Two men dressed up in clothing about to duke it out.,5,SNLI-train,SNLI-ENTAILMENT,7057098661.jpg#2,7057098661.jpg#2r1e,SNLI
Two men dressed in medieval theater garb simulate a brawl.,Two men at a Renaissance fair about to put on a show.,3,SNLI-train,SNLI-NEUTRAL,7057098661.jpg#2,7057098661.jpg#2r1n,SNLI
Two men dressed in medieval theater garb simulate a brawl.,Three guys dressed in shorts about to take a nap.,1,SNLI-train,SNLI-CONTRADICTION,7057098661.jpg#2,7057098661.jpg#2r1c,SNLI
"A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.",A pair of athletes kayak down a river.,5,SNLI-train,SNLI-ENTAILMENT,7081584189.jpg#0,7081584189.jpg#0r5e,SNLI
"A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.","Two people are on a date, kayaking with eachother.",3,SNLI-train,SNLI-NEUTRAL,7081584189.jpg#0,7081584189.jpg#0r3n,SNLI
"A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.",A woman eats a sausage.,2,SNLI-train,SNLI-CONTRADICTION,7081584189.jpg#0,7081584189.jpg#0r1c,SNLI
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road.,A group of athletes are walking outside.,5,SNLI-train,SNLI-ENTAILMENT,7105511779.jpg#2,7105511779.jpg#2r1e,SNLI
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road.,A group of athletes just won a game.,3,SNLI-train,SNLI-NEUTRAL,7105511779.jpg#2,7105511779.jpg#2r1n,SNLI
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road.,A group of men are having a cook off.,1,SNLI-train,SNLI-CONTRADICTION,7105511779.jpg#2,7105511779.jpg#2r1c,SNLI
A young boy in his middle childhood is kicking his soccer ball.,A boy kicks a ball.,5,SNLI-train,SNLI-ENTAILMENT,7128906975.jpg#2,7128906975.jpg#2r1e,SNLI
A young boy in his middle childhood is kicking his soccer ball.,A boy in a blue shirt kicks a ball.,3,SNLI-train,SNLI-NEUTRAL,7128906975.jpg#2,7128906975.jpg#2r1n,SNLI
A young boy in his middle childhood is kicking his soccer ball.,A man is reading the paper.,2,SNLI-train,SNLI-CONTRADICTION,7128906975.jpg#2,7128906975.jpg#2r1c,SNLI
The bulls take on the Hawks in the NBA march madness.,A basketball game,5,SNLI-train,SNLI-ENTAILMENT,7131816615.jpg#2,7131816615.jpg#2r1e,SNLI
The bulls take on the Hawks in the NBA march madness.,A great game.,3,SNLI-train,SNLI-NEUTRAL,7131816615.jpg#2,7131816615.jpg#2r1n,SNLI
The bulls take on the Hawks in the NBA march madness.,Nobody is playing.,1,SNLI-train,SNLI-CONTRADICTION,7131816615.jpg#2,7131816615.jpg#2r1c,SNLI
Several people on horses are all in a hurry to get somewhere.,People are on animals.,5,SNLI-train,SNLI-ENTAILMENT,7140546967.jpg#0,7140546967.jpg#0r1e,SNLI
Several people on horses are all in a hurry to get somewhere.,People are on brown horses.,3,SNLI-train,SNLI-NEUTRAL,7140546967.jpg#0,7140546967.jpg#0r1n,SNLI
Several people on horses are all in a hurry to get somewhere.,People are riding ponies very slowly.,1,SNLI-train,SNLI-CONTRADICTION,7140546967.jpg#0,7140546967.jpg#0r1c,SNLI
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",A man holds a sharp object.,5,SNLI-train,SNLI-ENTAILMENT,7154224949.jpg#0,7154224949.jpg#0r1e,SNLI
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",A man is commiting public suicide as some kind of protest.,4,SNLI-train,SNLI-NEUTRAL,7154224949.jpg#0,7154224949.jpg#0r1n,SNLI
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",A man is being stabbed by another man.,1,SNLI-train,SNLI-CONTRADICTION,7154224949.jpg#0,7154224949.jpg#0r1c,SNLI
A man with long hair and wearing a blue shirt is juggling four tangerines.,A man is juggling.,5,SNLI-train,SNLI-ENTAILMENT,7156339776.jpg#0,7156339776.jpg#0r1e,SNLI
A man with long hair and wearing a blue shirt is juggling four tangerines.,A performer is juggling on the street.,3,SNLI-train,SNLI-NEUTRAL,7156339776.jpg#0,7156339776.jpg#0r1n,SNLI
A man with long hair and wearing a blue shirt is juggling four tangerines.,A woman is drinking coffee.,1,SNLI-train,SNLI-CONTRADICTION,7156339776.jpg#0,7156339776.jpg#0r1c,SNLI
"Three people, two males and a female, work in shallow dug out pits during an archaeological excavation.",Two men and one women are working.,5,SNLI-train,SNLI-ENTAILMENT,7162690187.jpg#0,7162690187.jpg#0r1e,SNLI
"Three people, two males and a female, work in shallow dug out pits during an archaeological excavation.",The three people are siblings.,3,SNLI-train,SNLI-NEUTRAL,7162690187.jpg#0,7162690187.jpg#0r1n,SNLI
"Three people, two males and a female, work in shallow dug out pits during an archaeological excavation.",Two women and one man are working.,2,SNLI-train,SNLI-CONTRADICTION,7162690187.jpg#0,7162690187.jpg#0r1c,SNLI
A girl in a multicolored coat with fur accents in sitting outdoors holding a stick.,A person in a multicolored coat with fur accents in sitting outdoors holding a stick.,5,SNLI-train,SNLI-ENTAILMENT,71651754.jpg#2,71651754.jpg#2r1e,SNLI
A girl in a multicolored coat with fur accents in sitting outdoors holding a stick.,A sad girl in a multicolored coat with fur accents in sitting outdoors holding a stick.,3,SNLI-train,SNLI-NEUTRAL,71651754.jpg#2,71651754.jpg#2r1n,SNLI
A girl in a multicolored coat with fur accents in sitting outdoors holding a stick.,A boy in a multicolored coat with fur accents in sitting outdoors holding a stick.,1,SNLI-train,SNLI-CONTRADICTION,71651754.jpg#2,71651754.jpg#2r1c,SNLI
A man picking up a softball as another slides to the base.,Two men play softball.,5,SNLI-train,SNLI-ENTAILMENT,7173223829.jpg#3,7173223829.jpg#3r1e,SNLI
A man picking up a softball as another slides to the base.,The man makes it to the base safely right before the other caught the ball.,3,SNLI-train,SNLI-NEUTRAL,7173223829.jpg#3,7173223829.jpg#3r1n,SNLI
A man picking up a softball as another slides to the base.,The two men both stood while playing softball.,1,SNLI-train,SNLI-CONTRADICTION,7173223829.jpg#3,7173223829.jpg#3r1c,SNLI
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,A man is outside.,4,SNLI-train,SNLI-ENTAILMENT,7222833228.jpg#0,7222833228.jpg#0r1e,SNLI
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,A man is playing soccer.,4,SNLI-train,SNLI-NEUTRAL,7222833228.jpg#0,7222833228.jpg#0r1n,SNLI
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,A man is playing football.,5,SNLI-train,SNLI-CONTRADICTION,7222833228.jpg#0,7222833228.jpg#0r1c,SNLI
Someone is welding a girder at a work site.,Someone is working using a welder.,3,SNLI-train,SNLI-ENTAILMENT,7237741388.jpg#2,7237741388.jpg#2r1e,SNLI
Someone is welding a girder at a work site.,Someone is being trained on how to use a welder.,3,SNLI-train,SNLI-NEUTRAL,7237741388.jpg#2,7237741388.jpg#2r1n,SNLI
Someone is welding a girder at a work site.,Someone is blowing glass.,2,SNLI-train,SNLI-CONTRADICTION,7237741388.jpg#2,7237741388.jpg#2r1c,SNLI
Three blokes digging in the desert.,a few people digging,5,SNLI-train,SNLI-ENTAILMENT,7261359916.jpg#4,7261359916.jpg#4r1e,SNLI
Three blokes digging in the desert.,a few people digging a hole to put a body in,3,SNLI-train,SNLI-NEUTRAL,7261359916.jpg#4,7261359916.jpg#4r1n,SNLI
Three blokes digging in the desert.,a few people playing cards,0,SNLI-train,SNLI-CONTRADICTION,7261359916.jpg#4,7261359916.jpg#4r1c,SNLI
A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device.,The skydiver is outside,5,SNLI-train,SNLI-ENTAILMENT,726414.jpg#0,726414.jpg#0r1e,SNLI
A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device.,The skydiver is afraid,3,SNLI-train,SNLI-NEUTRAL,726414.jpg#0,726414.jpg#0r1n,SNLI
A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device.,The skydiver is sleeping in bed,1,SNLI-train,SNLI-CONTRADICTION,726414.jpg#0,726414.jpg#0r1c,SNLI
The outfielder dives to catch the popup at center field.,An outfielder is trying to catch a ball in center field.,5,SNLI-train,SNLI-ENTAILMENT,7272406870.jpg#2,7272406870.jpg#2r1e,SNLI
The outfielder dives to catch the popup at center field.,An outfielder has caught the ball that was hit out into center field.,3,SNLI-train,SNLI-NEUTRAL,7272406870.jpg#2,7272406870.jpg#2r1n,SNLI
The outfielder dives to catch the popup at center field.,"An outfielder is dressed in a speedo and running around asking ""can I have one of those?"".",1,SNLI-train,SNLI-CONTRADICTION,7272406870.jpg#2,7272406870.jpg#2r1c,SNLI
"His eyes filled with joyous expectation, a skier prepares for a jump.",A skier is about to ski.,5,SNLI-train,SNLI-ENTAILMENT,7333716086.jpg#3,7333716086.jpg#3r1e,SNLI
"His eyes filled with joyous expectation, a skier prepares for a jump.",A skier is about to race.,3,SNLI-train,SNLI-NEUTRAL,7333716086.jpg#3,7333716086.jpg#3r1n,SNLI
"His eyes filled with joyous expectation, a skier prepares for a jump.",A skier is sitting at the bar.,1,SNLI-train,SNLI-CONTRADICTION,7333716086.jpg#3,7333716086.jpg#3r1c,SNLI
Woman attempting to complete a spare in bowling using a red ball.,The woman is bowling.,5,SNLI-train,SNLI-ENTAILMENT,733411277.jpg#3,733411277.jpg#3r1e,SNLI
Woman attempting to complete a spare in bowling using a red ball.,The woman is having fun at the bowling alley.,4,SNLI-train,SNLI-NEUTRAL,733411277.jpg#3,733411277.jpg#3r1n,SNLI
Woman attempting to complete a spare in bowling using a red ball.,The woman is playing board games.,1,SNLI-train,SNLI-CONTRADICTION,733411277.jpg#3,733411277.jpg#3r1c,SNLI
